hip,ra,dec,radeg,decdeg
2684,00 34 03.45,-58 12 06.0,8.514,-58.202
2685,00 34 05.36,-32 17 08.0,8.522,-32.286
2686,00 34 07.51,+03 48 32.0,8.531,3.809
2687,00 34 08.02,-34 45 53.7,8.533,-34.765
2688,00 34 08.29,+05 57 28.2,8.535,5.958
2689,00 34 08.86,+47 43 17.2,8.537,47.721
2690,00 34 09.06,+57 05 55.8,8.538,57.099
2691,00 34 09.69,+50 59 49.9,8.54,50.997
2692,00 34 09.86,-36 01 32.6,8.541,-36.026
2693,00 34 09.96,+15 11 46.7,8.541,15.196
2694,00 34 10.58,+31 38 44.0,8.544,31.646
2695,00 34 10.76,+10 17 58.5,8.545,10.3
2696,00 34 12.47,+14 30 56.7,8.552,14.516
2697,00 34 12.67,+54 03 59.4,8.553,54.066
2698,00 34 15.50,-02 23 52.7,8.565,-2.398
2699,00 34 15.72,-05 44 34.0,8.566,-5.743
2700,00 34 16.22,+22 24 48.4,8.568,22.413
2701,00 34 19.41,-42 25 52.6,8.581,-42.431
2702,00 34 22.39,-63 03 42.0,8.593,-63.062
2703,00 34 22.54,+02 27 14.1,8.594,2.454
2704,00 34 23.41,-11 16 58.4,8.598,-11.283
2705,00 34 23.50,+48 05 11.9,8.598,48.087
2706,00 34 23.81,+01 00 09.7,8.599,1.003
2707,00 34 24.89,+66 45 01.3,8.604,66.75
2708,00 34 25.14,-45 25 33.1,8.605,-45.426
2709,00 34 26.60,-19 19 56.0,8.611,-19.332
2710,00 34 27.21,-06 30 13.3,8.613,-6.504
2711,00 34 27.62,-52 22 23.5,8.615,-52.373
2712,00 34 29.37,+47 54 55.4,8.622,47.915
2713,00 34 29.75,-04 32 47.5,8.624,-4.547
2714,00 34 30.55,-44 38 14.5,8.627,-44.637
2715,00 34 30.67,-04 32 33.6,8.628,-4.543
2716,00 34 33.70,+62 54 12.2,8.64,62.903
2717,00 34 35.47,+62 35 25.7,8.648,62.59
2718,00 34 37.35,+69 26 04.6,8.656,69.435
2719,00 34 37.41,+67 30 59.3,8.656,67.516
2720,00 34 38.42,-33 05 38.4,8.66,-33.094
2721,00 34 38.47,-08 17 51.9,8.66,-8.298
2722,00 34 38.95,-52 29 38.4,8.662,-52.494
2723,00 34 40.38,-37 59 45.6,8.668,-37.996
2724,00 34 41.27,+11 08 05.4,8.672,11.135
2725,00 34 47.08,+26 03 57.4,8.696,26.066
2726,00 34 47.43,-58 53 07.4,8.698,-58.885
2727,00 34 50.57,-21 52 55.5,8.711,-21.882
2728,00 34 51.01,+18 53 34.8,8.713,18.893
2729,00 34 51.09,-61 54 57.7,8.713,-61.916
2730,00 34 53.37,+18 54 00.4,8.722,18.9
2731,00 34 53.41,-68 35 48.5,8.723,-68.597
2732,00 34 54.50,+26 26 40.0,8.727,26.444
2733,00 34 55.22,+22 54 09.8,8.73,22.903
2734,00 34 55.41,+13 22 16.6,8.731,13.371
2735,00 34 55.99,-01 18 36.7,8.733,-1.31
2736,00 34 57.46,+04 22 54.8,8.739,4.382
2737,00 34 58.78,-24 25 08.8,8.745,-24.419
2738,00 34 58.82,-40 10 23.8,8.745,-40.173
2739,00 34 59.87,-21 27 04.4,8.749,-21.451
2740,00 35 00.20,+41 22 21.2,8.751,41.373
2741,00 35 00.45,-23 28 58.7,8.752,-23.483
2742,00 35 01.00,+42 41 41.8,8.754,42.695
∗2743,00 35 01.65,-63 41 37.8,8.757,-63.694
∗2744,00 35 01.56,-26 44 44.4,8.757,-26.746
2745,00 35 01.96,-26 07 32.5,8.758,-26.126
2746,00 35 02.05,-56 12 03.0,8.759,-56.201
2747,00 35 02.86,-48 56 04.9,8.762,-48.935
2748,00 35 03.57,-66 47 55.3,8.765,-66.799
2749,00 35 04.84,+77 30 03.2,8.77,77.501
2750,00 35 05.15,+39 10 04.7,8.771,39.168
2751,00 35 07.59,+07 43 23.9,8.782,7.723
2752,00 35 08.91,+36 50 04.1,8.787,36.834
2753,00 35 09.63,+36 49 56.2,8.79,36.832
2754,00 35 09.87,+17 34 57.9,8.791,17.583
2755,00 35 10.83,-62 04 53.1,8.795,-62.081
2756,00 35 11.32,+62 59 21.8,8.797,62.989
2757,00 35 12.53,-47 09 46.4,8.802,-47.163
2758,00 35 12.70,-53 32 55.6,8.803,-53.549
2759,00 35 13.22,+03 12 32.5,8.805,3.209
2760,00 35 13.72,+51 50 18.6,8.807,51.839
2761,00 35 14.45,-59 48 57.2,8.81,-59.816
2762,00 35 14.64,-03 35 33.9,8.811,-3.593
2763,00 35 14.66,+56 04 58.4,8.811,56.083
∗2764,00 35 16.19,-86 42 18.8,8.817,-86.705
∗2765,00 35 15.64,+04 05 36.1,8.815,4.093
∗2766,00 35 15.96,-29 12 34.9,8.816,-29.21
2767,00 35 16.38,+11 59 10.5,8.818,11.986
2768,00 35 17.01,+59 18 44.2,8.821,59.312
2769,00 35 17.74,-18 25 26.5,8.824,-18.424
2770,00 35 18.51,+69 44 14.2,8.827,69.737
2771,00 35 19.44,-18 33 50.9,8.831,-18.564
2772,00 35 21.96,+61 51 52.9,8.841,61.865
2773,00 35 22.89,+38 57 12.8,8.845,38.954
2774,00 35 24.74,+25 06 13.9,8.853,25.104
2775,00 35 25.05,-24 51 51.1,8.854,-24.864
2776,00 35 26.18,-13 55 04.2,8.859,-13.918
2777,00 35 27.07,+24 31 03.8,8.863,24.518
2778,00 35 27.32,+58 40 42.6,8.864,58.678
2779,00 35 28.59,+58 40 28.9,8.869,58.675
2780,00 35 28.60,+11 50 25.8,8.869,11.841
2781,00 35 28.63,+04 17 40.8,8.869,4.295
2782,00 35 29.06,+54 12 12.6,8.871,54.204
2783,00 35 30.42,+35 39 32.7,8.877,35.659
2784,00 35 31.32,+10 08 42.5,8.88,10.145
2785,00 35 31.42,-06 08 27.3,8.881,-6.141
2786,00 35 32.62,-02 03 58.3,8.886,-2.066
2787,00 35 32.75,-00 30 19.7,8.886,-0.505
2788,00 35 32.96,-25 23 59.4,8.887,-25.4
2789,00 35 33.32,-54 49 18.3,8.889,-54.822
2790,00 35 34.17,-39 44 45.2,8.892,-39.746
2791,00 35 34.22,+57 12 27.6,8.893,57.208
2792,00 35 34.37,+40 27 01.4,8.893,40.45
2793,00 35 34.66,+36 34 44.6,8.894,36.579
2794,00 35 35.22,+83 37 53.9,8.897,83.632
2795,00 35 35.29,+53 29 20.1,8.897,53.489
2796,00 35 37.17,+67 55 33.5,8.905,67.926
2797,00 35 37.99,+79 15 32.9,8.908,79.259
2798,00 35 38.21,-26 51 22.5,8.909,-26.856
2799,00 35 38.51,+28 09 44.7,8.91,28.162
2800,00 35 38.76,-14 44 08.3,8.912,-14.736
2801,00 35 39.48,+34 28 46.6,8.915,34.48
2802,00 35 41.13,-48 00 02.4,8.921,-48.001
2803,00 35 41.56,-46 21 28.7,8.923,-46.358
2804,00 35 42.01,+32 13 56.3,8.925,32.232
2805,00 35 42.63,-08 12 34.8,8.928,-8.21
∗2806,00 35 43.16,-71 32 28.5,8.93,-71.541
∗2807,00 35 43.03,+46 40 24.0,8.929,46.673
2808,00 35 44.22,+49 44 10.5,8.934,49.736
2809,00 35 45.69,-55 10 13.6,8.94,-55.17
2810,00 35 46.77,-50 17 18.3,8.945,-50.288
2811,00 35 47.08,-07 54 05.1,8.946,-7.901
2812,00 35 47.29,-73 13 19.3,8.947,-73.222
2813,00 35 47.65,+55 42 26.0,8.949,55.707
2814,00 35 48.69,+49 01 16.1,8.953,49.021
2815,00 35 50.14,+16 34 11.2,8.959,16.57
2816,00 35 50.85,+61 27 35.3,8.962,61.46
2817,00 35 51.05,-38 43 20.8,8.963,-38.722
2818,00 35 51.51,+38 21 26.6,8.965,38.357
2819,00 35 51.61,-16 34 07.3,8.965,-16.569
2820,00 35 51.77,-74 52 11.3,8.966,-74.87
2821,00 35 51.98,+20 57 18.7,8.967,20.955
∗2822,00 35 52.14,+13 59 51.6,8.967,13.998
∗2823,00 35 52.06,+34 36 00.9,8.967,34.6
2824,00 35 52.20,+29 14 16.3,8.967,29.238
∗2825,00 35 52.38,+29 05 59.6,8.968,29.1
∗2826,00 35 52.34,+75 49 06.1,8.968,75.818
2827,00 35 52.90,-21 37 08.8,8.97,-21.619
2828,00 35 53.01,+12 35 50.6,8.971,12.597
2829,00 35 53.12,+21 19 39.5,8.971,21.328
2830,00 35 53.99,-30 37 03.5,8.975,-30.618
2831,00 35 54.31,+06 21 45.5,8.976,6.363
2832,00 35 54.88,+13 12 27.0,8.979,13.207
2833,00 35 57.24,+07 36 33.0,8.989,7.609
2834,00 35 57.27,+01 21 06.8,8.989,1.352
2835,00 35 57.28,-48 19 09.8,8.989,-48.319
2836,00 35 57.79,-05 03 09.7,8.991,-5.053
2837,00 35 59.23,+44 01 55.4,8.997,44.032
2838,00 35 59.68,+72 29 55.7,8.999,72.499
2839,00 36 00.11,-09 30 51.2,9.0,-9.514
2840,00 36 00.54,-28 16 04.8,9.002,-28.268
2841,00 36 00.80,-59 43 01.9,9.003,-59.717
2842,00 36 01.13,-31 24 11.9,9.005,-31.403
2843,00 36 01.72,-05 34 13.6,9.007,-5.57
2844,00 36 02.24,+29 59 38.4,9.009,29.994
2845,00 36 02.89,-31 38 00.9,9.012,-31.634
2846,00 36 03.20,-14 58 22.4,9.013,-14.973
2847,00 36 03.63,+07 09 21.6,9.015,7.156
∗2848,00 36 04.06,-49 07 40.1,9.017,-49.128
∗2849,00 36 03.96,-47 34 31.1,9.017,-47.575
2850,00 36 05.85,+54 50 54.5,9.024,54.848
2851,00 36 06.64,+38 15 07.2,9.028,38.252
2852,00 36 06.90,-22 50 32.0,9.029,-22.842
2853,00 36 07.54,-20 45 30.9,9.031,-20.759
2854,00 36 08.29,+54 10 06.4,9.035,54.168
2855,00 36 09.43,-36 56 11.8,9.039,-36.937
2856,00 36 09.79,+24 01 31.6,9.041,24.025
2857,00 36 12.08,-26 45 37.4,9.05,-26.76
2858,00 36 13.17,-33 53 47.0,9.055,-33.896
2859,00 36 14.82,+57 18 27.8,9.062,57.308
2860,00 36 15.46,+48 33 20.8,9.064,48.556
2861,00 36 16.85,-17 36 39.6,9.07,-17.611
2862,00 36 17.31,-54 50 04.2,9.072,-54.835
2863,00 36 17.37,-38 17 38.6,9.072,-38.294
2864,00 36 18.36,-43 14 24.2,9.076,-43.24
2865,00 36 20.09,+27 15 17.2,9.084,27.255
2866,00 36 20.23,+44 38 20.1,9.084,44.639
2867,00 36 22.12,+26 09 33.5,9.092,26.159
2868,00 36 22.31,+33 38 39.5,9.093,33.644
2869,00 36 22.62,-64 46 45.2,9.094,-64.779
2870,00 36 24.13,+30 55 06.6,9.101,30.919
2871,00 36 24.19,+35 46 56.9,9.101,35.782
2872,00 36 24.25,+33 30 19.5,9.101,33.505
2873,00 36 24.31,+08 52 27.1,9.101,8.874
2874,00 36 25.73,-26 34 31.5,9.107,-26.575
2875,00 36 26.81,+22 02 01.3,9.112,22.034
2876,00 36 27.34,+60 19 34.4,9.114,60.326
2877,00 36 27.45,+21 04 27.6,9.114,21.074
2878,00 36 27.63,-58 12 33.1,9.115,-58.209
2879,00 36 28.19,-70 15 45.8,9.117,-70.263
2880,00 36 28.94,-30 20 01.1,9.121,-30.334
2881,00 36 30.27,-61 02 51.3,9.126,-61.048
2882,00 36 32.48,+75 31 49.9,9.135,75.531
∗2883,00 36 32.79,-58 18 52.9,9.137,-58.315
∗2884,00 36 32.71,-28 51 12.0,9.136,-28.853
2885,00 36 33.14,+13 16 22.4,9.138,13.273
2886,00 36 33.46,+56 08 31.9,9.139,56.142
2887,00 36 35.99,-69 25 56.6,9.15,-69.432
∗2888,00 36 37.63,-49 07 55.2,9.157,-49.132
∗2889,00 36 37.59,-65 07 27.9,9.157,-65.124
2890,00 36 38.29,+53 28 19.7,9.16,53.472
2891,00 36 39.85,-33 15 57.4,9.166,-33.266
2892,00 36 40.72,-27 16 32.4,9.17,-27.276
2893,00 36 43.04,-27 25 09.8,9.179,-27.419
2894,00 36 43.32,+48 49 42.0,9.181,48.828
2895,00 36 43.70,-17 47 48.1,9.182,-17.797
2896,00 36 43.79,+27 03 09.1,9.182,27.053
2897,00 36 43.85,+68 42 15.0,9.183,68.704
2898,00 36 44.04,-59 26 47.2,9.184,-59.446
2899,00 36 45.44,+48 57 07.8,9.189,48.952
2900,00 36 46.47,+44 29 18.6,9.194,44.489
2901,00 36 46.55,+54 57 26.6,9.194,54.957
2902,00 36 46.82,-24 30 02.8,9.195,-24.501
2903,00 36 47.31,+15 13 54.3,9.197,15.232
2904,00 36 47.61,+55 56 40.4,9.198,55.945
2905,00 36 49.08,+60 30 56.0,9.204,60.516
2906,00 36 49.30,+39 37 03.0,9.205,39.617
2907,00 36 49.64,-76 18 34.5,9.207,-76.31
2908,00 36 49.76,+25 10 09.9,9.207,25.169
2909,00 36 51.25,-24 29 45.8,9.214,-24.496
2910,00 36 51.67,-11 07 38.5,9.215,-11.127
2911,00 36 52.24,-34 16 50.2,9.218,-34.281
2912,00 36 52.84,+33 43 09.7,9.22,33.719
2913,00 36 54.79,-64 52 01.1,9.228,-64.867
2914,00 36 55.76,+15 44 49.5,9.232,15.747
2915,00 36 55.85,+22 18 13.0,9.233,22.304
2916,00 36 56.09,-06 33 49.8,9.234,-6.564
2917,00 36 56.79,-03 24 02.3,9.237,-3.401
2918,00 36 57.07,+05 24 44.9,9.238,5.412
2919,00 36 57.20,-06 06 39.1,9.238,-6.111
2920,00 36 58.27,+53 53 49.0,9.243,53.897
2921,00 37 00.30,+50 06 51.7,9.251,50.114
2922,00 37 01.56,+55 13 02.1,9.257,55.217
2923,00 37 03.56,+31 29 11.3,9.265,31.486
2924,00 37 05.78,-26 08 41.6,9.274,-26.145
2925,00 37 06.09,-79 04 56.2,9.275,-79.082
2926,00 37 07.20,+24 00 51.3,9.28,24.014
2927,00 37 08.17,+15 08 24.0,9.284,15.14
2928,00 37 08.76,-85 15 09.1,9.287,-85.253
2929,00 37 08.78,-41 46 06.5,9.287,-41.768
2930,00 37 09.64,+61 21 36.5,9.29,61.36
2931,00 37 09.78,-47 15 50.5,9.291,-47.264
2932,00 37 12.91,+71 49 17.5,9.304,71.822
2933,00 37 13.34,-63 49 12.8,9.306,-63.82
2934,00 37 14.02,+43 10 26.7,9.308,43.174
2935,00 37 16.34,+58 00 58.4,9.318,58.016
2936,00 37 17.80,+11 26 11.7,9.324,11.437
2937,00 37 18.18,-54 23 37.7,9.326,-54.394
2938,00 37 18.54,+16 30 50.0,9.327,16.514
2939,00 37 18.87,-35 25 12.8,9.329,-35.42
2940,00 37 19.47,-77 29 10.2,9.331,-77.486
2941,00 37 19.79,-24 46 02.0,9.332,-24.767
2942,00 37 21.23,+35 23 58.2,9.338,35.399
2943,00 37 21.49,-39 03 44.7,9.34,-39.062
2944,00 37 22.12,-37 17 16.7,9.342,-37.288
2945,00 37 22.95,-19 33 54.1,9.346,-19.565
2946,00 37 23.12,+18 10 22.7,9.346,18.173
2947,00 37 23.38,-75 36 24.6,9.347,-75.607
2948,00 37 26.41,+40 19 56.6,9.36,40.332
2949,00 37 28.52,-55 38 55.8,9.369,-55.649
2950,00 37 28.62,-44 24 28.2,9.369,-44.408
2951,00 37 29.56,+60 18 37.8,9.373,60.31
2952,00 37 29.60,+21 55 11.4,9.373,21.92
∗2953,00 37 30.47,+85 05 33.7,9.377,85.093
∗2954,00 37 30.44,+03 08 07.8,9.377,3.135
2955,00 37 31.20,+55 13 31.3,9.38,55.225
2956,00 37 33.00,-15 49 38.8,9.387,-15.827
2957,00 37 33.32,-53 43 15.7,9.389,-53.721
2958,00 37 33.98,+41 25 07.0,9.392,41.419
2959,00 37 36.28,+22 40 27.9,9.401,22.674
2960,00 37 36.95,-55 39 36.6,9.404,-55.66
2961,00 37 37.61,-09 04 24.6,9.407,-9.073
2962,00 37 37.73,+45 36 15.3,9.407,45.604
2963,00 37 37.82,+09 38 29.2,9.408,9.641
2964,00 37 39.17,-25 33 37.8,9.413,-25.561
2965,00 37 40.69,+21 05 59.2,9.42,21.1
2966,00 37 44.35,+42 31 29.4,9.435,42.525
2967,00 37 45.33,-22 58 32.1,9.439,-22.976
2968,00 37 45.68,+72 53 41.5,9.44,72.895
2969,00 37 45.83,+26 07 17.7,9.441,26.122
2970,00 37 50.66,+02 23 40.2,9.461,2.394
∗2971,00 37 50.75,+80 09 29.1,9.461,80.158
∗2972,00 37 50.73,+40 52 17.9,9.461,40.872
2973,00 37 51.12,+25 49 55.1,9.463,25.832
2974,00 37 51.21,+47 30 20.6,9.463,47.506
2975,00 37 51.30,+18 54 02.8,9.464,18.901
2976,00 37 52.47,-16 40 18.8,9.469,-16.672
2977,00 37 55.05,+48 17 35.2,9.479,48.293
2978,00 37 55.46,+39 21 00.3,9.481,39.35
2979,00 37 55.57,-44 51 09.0,9.482,-44.852
2980,00 37 56.87,-05 59 52.6,9.487,-5.998
2981,00 37 56.90,+47 24 28.5,9.487,47.408
2982,00 37 57.17,+00 26 15.6,9.488,0.438
2983,00 37 57.31,-58 03 42.8,9.489,-58.062
2984,00 37 57.41,-40 53 22.7,9.489,-40.89
2985,00 37 57.57,-68 24 00.2,9.49,-68.4
2986,00 37 57.77,-81 10 38.8,9.491,-81.177
2987,00 37 57.96,-22 20 15.6,9.492,-22.338
2988,00 38 00.54,+02 45 49.2,9.502,2.764
2989,00 38 00.73,+22 29 46.6,9.503,22.496
2990,00 38 01.06,+25 10 26.9,9.504,25.174
2991,00 38 01.29,+05 50 51.4,9.505,5.848
2992,00 38 01.93,-29 30 44.3,9.508,-29.512
2993,00 38 02.39,-50 44 02.3,9.51,-50.734
2994,00 38 04.57,-00 30 12.6,9.519,-0.503
2995,00 38 04.62,+39 40 56.9,9.519,39.682
2996,00 38 05.16,+68 45 33.9,9.521,68.759
2997,00 38 06.34,-41 35 32.1,9.526,-41.592
2998,00 38 06.76,-27 37 16.1,9.528,-27.621
2999,00 38 07.12,+09 49 44.8,9.53,9.829
3000,00 38 08.00,+04 23 48.5,9.533,4.397
3001,00 38 08.18,-66 02 34.6,9.534,-66.043
3002,00 38 11.69,-16 14 42.4,9.549,-16.245
3003,00 38 11.77,-22 15 49.8,9.549,-22.264
3004,00 38 12.41,+67 45 06.6,9.552,67.752
3005,00 38 13.23,+37 37 51.7,9.555,37.631
∗3006,00 38 14.71,+84 40 30.1,9.561,84.675
∗3007,00 38 14.68,-62 28 54.2,9.561,-62.482
3008,00 38 15.36,+52 19 56.7,9.564,52.332
3009,00 38 17.49,+71 10 04.8,9.573,71.168
3010,00 38 18.05,-73 57 45.0,9.575,-73.963
3011,00 38 18.85,-32 39 27.8,9.579,-32.658
3012,00 38 20.25,-32 02 05.8,9.584,-32.035
3013,00 38 20.26,-14 59 54.2,9.584,-14.998
3014,00 38 21.21,+19 42 18.2,9.588,19.705
3015,00 38 23.24,+45 11 12.6,9.597,45.187
3016,00 38 23.55,-44 48 57.9,9.598,-44.816
3017,00 38 24.35,+08 36 16.9,9.601,8.605
3018,00 38 24.87,+51 16 06.4,9.604,51.268
3019,00 38 25.37,+01 16 40.9,9.606,1.278
3020,00 38 27.39,-45 54 05.2,9.614,-45.901
3021,00 38 28.44,+38 01 09.2,9.618,38.019
3022,00 38 29.04,+43 00 00.5,9.621,43.0
3023,00 38 30.35,-57 56 12.1,9.626,-57.937
3024,00 38 31.72,-21 17 03.2,9.632,-21.284
3025,00 38 31.83,-20 17 47.8,9.633,-20.297
3026,00 38 31.94,-08 18 28.6,9.633,-8.308
3027,00 38 32.32,-37 59 56.0,9.635,-37.999
3028,00 38 33.17,-12 10 21.5,9.638,-12.173
3029,00 38 33.19,-10 41 24.5,9.638,-10.69
3030,00 38 33.45,+60 19 29.2,9.639,60.325
3031,00 38 33.50,+29 18 44.5,9.64,29.312
3032,00 38 34.00,+12 03 46.1,9.642,12.063
3033,00 38 34.41,+06 01 19.2,9.643,6.022
3034,00 38 35.48,+57 31 00.9,9.648,57.517
3035,00 38 36.16,-23 35 56.9,9.651,-23.599
3036,00 38 36.68,-84 05 14.3,9.653,-84.087
3037,00 38 36.70,-44 00 29.1,9.653,-44.008
3038,00 38 37.50,-19 44 31.0,9.656,-19.742
3039,00 38 38.84,-14 13 59.4,9.662,-14.233
3040,00 38 39.60,-40 28 26.1,9.665,-40.474
3041,00 38 39.84,-56 55 56.9,9.666,-56.932
3042,00 38 40.66,-73 08 15.5,9.669,-73.138
3043,00 38 40.77,+46 16 34.2,9.67,46.276
3044,00 38 41.26,+35 52 01.7,9.672,35.867
3045,00 38 41.60,+46 57 24.6,9.673,46.957
3046,00 38 43.14,+36 35 37.7,9.68,36.594
3047,00 38 43.44,-15 39 49.7,9.681,-15.664
3048,00 38 44.31,-49 29 58.2,9.685,-49.499
3049,00 38 45.18,-27 10 17.5,9.688,-27.172
3050,00 38 45.29,-56 39 56.5,9.689,-56.666
3051,00 38 45.31,-21 02 24.4,9.689,-21.04
3052,00 38 45.44,+21 44 40.9,9.689,21.745
3053,00 38 45.68,-85 24 44.5,9.69,-85.412
3054,00 38 47.63,+31 01 09.5,9.698,31.019
3055,00 38 48.15,+00 56 47.4,9.701,0.947
3056,00 38 48.75,-25 06 28.0,9.703,-25.108
3057,00 38 49.19,+09 44 36.7,9.705,9.744
3058,00 38 49.25,+59 49 34.2,9.705,59.826
3059,00 38 49.94,-25 36 01.9,9.708,-25.601
3060,00 38 50.30,-18 52 04.9,9.71,-18.868
3061,00 38 50.88,+03 42 17.3,9.712,3.705
3062,00 38 51.24,+33 02 18.4,9.713,33.038
3063,00 38 52.77,-35 56 38.6,9.72,-35.944
3064,00 38 53.08,-25 35 44.6,9.721,-25.596
3065,00 38 53.12,-43 17 44.4,9.721,-43.296
3066,00 38 53.88,-56 21 04.6,9.725,-56.351
3067,00 38 55.20,+27 42 54.6,9.73,27.715
3068,00 38 56.01,-52 20 12.1,9.733,-52.337
3069,00 38 57.46,+07 54 53.9,9.739,7.915
3070,00 38 57.51,+26 19 25.7,9.74,26.324
3071,00 38 58.60,+44 39 47.3,9.744,44.663
3072,00 38 59.03,-01 09 50.7,9.746,-1.164
3073,00 38 59.46,+03 52 02.2,9.748,3.867
3074,00 38 59.48,+34 19 07.0,9.748,34.319
3075,00 38 59.93,+28 22 18.0,9.75,28.372
∗3076,00 39 00.39,-72 16 57.3,9.752,-72.283
∗3077,00 39 00.32,+40 40 16.1,9.751,40.671
3078,00 39 04.10,-41 53 58.0,9.767,-41.899
3079,00 39 06.42,-62 48 54.7,9.777,-62.815
3080,00 39 07.69,+51 01 37.7,9.782,51.027
3081,00 39 08.25,-42 39 07.2,9.784,-42.652
3082,00 39 09.55,-03 59 33.6,9.79,-3.993
3083,00 39 09.89,+49 21 16.5,9.791,49.355
3084,00 39 11.24,-57 58 04.0,9.797,-57.968
3085,00 39 12.16,-52 36 17.5,9.801,-52.605
3086,00 39 12.81,+03 07 59.5,9.803,3.133
3087,00 39 15.31,-83 01 58.5,9.814,-83.033
3088,00 39 17.05,-28 08 56.8,9.821,-28.149
3089,00 39 18.82,+65 30 14.4,9.828,65.504
3090,00 39 18.85,-01 58 03.3,9.829,-1.968
3091,00 39 19.47,+41 55 31.3,9.831,41.925
3092,00 39 19.60,+30 51 40.4,9.832,30.861
3093,00 39 22.09,+21 15 04.9,9.842,21.251
3094,00 39 22.95,+27 29 22.6,9.846,27.49
3095,00 39 25.32,+63 02 38.4,9.855,63.044
3096,00 39 25.84,-68 44 17.8,9.858,-68.738
3097,00 39 25.85,+74 44 59.7,9.858,74.75
3098,00 39 25.92,+66 49 08.8,9.858,66.819
3099,00 39 26.76,-24 31 24.7,9.861,-24.524
3100,00 39 28.06,-35 37 17.4,9.867,-35.621
3101,00 39 28.26,+26 44 12.9,9.868,26.737
3102,00 39 29.64,+32 37 47.8,9.873,32.63
3103,00 39 32.19,-69 43 28.8,9.884,-69.725
3104,00 39 32.56,-67 34 27.6,9.886,-67.574
3105,00 39 33.01,-29 49 12.6,9.888,-29.82
3106,00 39 33.83,+52 33 48.5,9.891,52.563
3107,00 39 33.99,+13 58 31.7,9.892,13.975
3108,00 39 34.61,+49 34 24.0,9.894,49.573
3109,00 39 35.36,+36 47 26.1,9.897,36.791
∗3110,00 39 36.50,-59 30 48.8,9.902,-59.514
∗3111,00 39 36.49,+48 27 48.7,9.902,48.464
3112,00 39 36.86,+43 38 12.5,9.904,43.637
3113,00 39 36.93,+16 26 27.5,9.904,16.441
3114,00 39 38.15,-85 42 03.0,9.909,-85.701
3115,00 39 38.24,-03 04 59.0,9.909,-3.083
3116,00 39 38.52,+20 21 38.1,9.911,20.361
3117,00 39 38.52,-29 35 29.3,9.911,-29.591
3118,00 39 39.66,-21 34 44.9,9.915,-21.579
3119,00 39 40.61,+11 31 56.3,9.919,11.532
3120,00 39 41.08,-71 06 12.8,9.921,-71.104
3121,00 39 41.86,+10 39 15.4,9.924,10.654
3122,00 39 43.64,-11 09 01.7,9.932,-11.15
3123,00 39 43.92,-24 11 05.0,9.933,-24.185
3124,00 39 44.00,-00 31 56.6,9.933,-0.532
∗3125,00 39 44.39,-26 27 57.5,9.935,-26.466
∗3126,00 39 44.57,-08 00 20.6,9.936,-8.006
∗3127,00 39 44.76,-41 39 33.7,9.937,-41.659
∗3128,00 39 44.23,+89 26 39.5,9.934,89.444
3129,00 39 46.00,+14 12 01.3,9.942,14.2
3130,00 39 47.52,+42 23 01.0,9.948,42.384
3131,00 39 47.65,-80 39 22.3,9.949,-80.656
3132,00 39 47.75,+82 29 36.9,9.949,82.494
3133,00 39 49.42,+87 47 48.2,9.956,87.797
3134,00 39 50.35,-14 17 56.9,9.96,-14.299
3135,00 39 51.41,-37 24 29.6,9.964,-37.408
∗3136,00 39 51.96,+63 13 39.2,9.966,63.228
∗3137,00 39 51.91,-44 47 46.8,9.966,-44.796
3138,00 39 55.55,+21 26 18.8,9.981,21.439
3139,00 39 56.00,-26 40 51.0,9.983,-26.681
3140,00 39 56.14,+49 20 55.3,9.984,49.349
3141,00 39 56.73,+29 22 14.7,9.986,29.371
3142,00 39 57.59,-33 57 40.3,9.99,-33.961
3143,00 39 58.43,-44 15 09.6,9.993,-44.253
3144,00 39 58.46,-17 39 41.0,9.994,-17.661
3145,00 39 59.47,+76 52 16.2,9.998,76.871
3146,00 40 00.06,-07 52 18.9,10.0,-7.872
3147,00 40 00.65,-73 45 42.6,10.003,-73.762
3148,00 40 01.84,-46 54 45.5,10.008,-46.913
3149,00 40 02.04,-38 56 46.3,10.008,-38.946
3150,00 40 02.40,+10 16 01.9,10.01,10.267
3151,00 40 03.92,-13 53 05.2,10.016,-13.885
3152,00 40 05.16,-02 46 11.6,10.021,-2.77
3153,00 40 05.20,+51 52 44.9,10.022,51.879
3154,00 40 06.36,-51 44 41.6,10.027,-51.745
3155,00 40 06.89,+39 26 26.4,10.029,39.441
3156,00 40 07.13,-54 35 52.9,10.03,-54.598
3157,00 40 08.97,-26 02 57.6,10.037,-26.049
3158,00 40 09.96,-08 55 53.3,10.041,-8.931
3159,00 40 12.99,+47 15 21.1,10.054,47.256
3160,00 40 13.58,-37 34 46.7,10.057,-37.58
3161,00 40 13.59,+07 47 18.6,10.057,7.788
3162,00 40 16.73,+15 49 29.1,10.07,15.825
3163,00 40 19.26,+24 02 59.1,10.08,24.05
3164,00 40 19.26,+26 39 58.5,10.08,26.666
3165,00 40 19.78,+24 03 14.0,10.082,24.054
3166,00 40 20.01,+59 27 51.5,10.083,59.464
3167,00 40 23.04,+23 46 12.7,10.096,23.77
3168,00 40 24.16,-23 25 46.1,10.101,-23.429
3169,00 40 24.34,-07 39 23.1,10.101,-7.656
3170,00 40 24.66,-59 27 20.5,10.103,-59.456
3171,00 40 24.81,+59 30 49.7,10.103,59.514
